sample_code,population,count,total_count,percentage
sample04862,monocyte,22676,99803,22.720759896997084
sample04862,nk_cell,19849,99803,19.888179714036653
sample04863,b_cell,9639,94993,10.14706346783447
sample04863,cd4_t_cell,30295,94993,31.89182360805533
sample04863,cd8_t_cell,15045,94993,15.838009116461214
sample04863,monocyte,21276,94993,22.397439811354523
sample04863,nk_cell,18738,94993,19.72566399629446
sample04864,b_cell,14737,107973,13.648782566011874
sample04864,cd4_t_cell,32221,107973,29.841719689181556
sample04864,cd8_t_cell,29851,107973,27.646726496438923
sample04864,monocyte,21990,107973,20.366202661776555
sample04864,nk_cell,9174,107973,8.496568586591092
sample04865,b_cell,9247,103816,8.90710487786083
sample04865,cd4_t_cell,33390,103816,32.16267242043615
sample04865,cd8_t_cell,30805,103816,29.6726901441011
sample04865,monocyte,19980,103816,19.24558834861678
sample04865,nk_cell,10394,103816,10.011944208985128
sample04866,b_cell,6986,107167,6.518797764237124
sample04866,cd4_t_cell,34385,107167,32.085436748252725
sample04866,cd8_t_cell,29346,107167,27.38342960053001
sample04866,monocyte,19524,107167,18.21829481090261
sample04866,nk_cell,16926,107167,15.794041076077525
sample04867,b_cell,6068,91889,6.60361958449869
sample04867,cd4_t_cell,29868,91889,32.5044346983861
sample04867,cd8_t_cell,20143,91889,21.92101339659807
sample04867,monocyte,21540,91889,23.441325947610707
sample04867,nk_cell,14270,91889,15.529606372906441
sample04868,b_cell,6118,107629,5.684341580800713
sample04868,cd4_t_cell,44133,107629,41.004747791022865
sample04868,cd8_t_cell,23878,107629,22.185470458705367
sample04868,monocyte,21005,107629,19.51611554506685
sample04868,nk_cell,12495,107629,11.609324624404204
sample04869,b_cell,9975,112112,8.897352647352648
sample04869,cd4_t_cell,38629,112112,34.45572284857999
sample04869,cd8_t_cell,26456,112112,23.597830740687883
sample04869,monocyte,22439,112112,20.01480662194948
sample04869,nk_cell,14613,112112,13.034287141429997
sample04870,b_cell,4575,98125,4.662420382165605
sample04870,cd4_t_cell,30348,98125,30.927898089171972
sample04870,cd8_t_cell,27753,98125,28.28331210191083
sample04870,monocyte,22261,98125,22.686369426751593
sample04870,nk_cell,13188,98125,13.44
sample04871,b_cell,16870,110206,15.307696495653595
sample04871,cd4_t_cell,38896,110206,35.2939041431501
sample04871,cd8_t_cell,24639,110206,22.35722192984048
sample04871,monocyte,11476,110206,10.41322614013756
sample04871,nk_cell,18325,110206,16.627951291218267
sample04872,b_cell,10917,106763,10.225452638086228
sample04872,cd4_t_cell,30165,106763,28.254170452310255
sample04872,cd8_t_cell,30805,106763,28.853629066249542
sample04872,monocyte,18882,106763,17.6859024193775
sample04872,nk_cell,15994,106763,14.980845423976472
sample04873,b_cell,10231,96560,10.595484672742336
sample04873,cd4_t_cell,29692,96560,30.749792874896436
sample04873,cd8_t_cell,19675,96560,20.375932062966033
sample04873,monocyte,24695,96560,25.574772162386083
sample04873,nk_cell,12267,96560,12.704018227009115
sample04874,b_cell,8973,103112,8.702187912173171
sample04874,cd4_t_cell,31493,103112,30.542516874854524
sample04874,cd8_t_cell,23314,103112,22.610365427884243
sample04874,monocyte,24347,103112,23.612188688028553
sample04874,nk_cell,14985,103112,14.53274109705951
sample04875,b_cell,9052,104615,8.652678870142905
sample04875,cd4_t_cell,33710,104615,32.22291258423744
sample04875,cd8_t_cell,26564,104615,25.392152177030063
sample04875,monocyte,21579,104615,20.627061128901207
sample04875,nk_cell,13710,104615,13.10519523968838
sample04876,b_cell,8018,94027,8.527337892307528
sample04876,cd4_t_cell,33193,94027,35.30156231720676
sample04876,cd8_t_cell,20537,94027,21.841598689738053
sample04876,monocyte,14819,94027,15.760366703181
sample04876,nk_cell,17460,94027,18.569134397566657
sample04877,b_cell,6252,110023,5.6824482153731495
sample04877,cd4_t_cell,27216,110023,24.736645974023613
sample04877,cd8_t_cell,36280,110023,32.97492342510203
sample04877,monocyte,21093,110023,19.17144597038801
sample04877,nk_cell,19182,110023,17.434536415113204
sample04878,b_cell,12038,106988,11.251729165887763
sample04878,cd4_t_cell,26529,106988,24.79623883052305
sample04878,cd8_t_cell,29566,106988,27.634874939245524
sample04878,monocyte,13973,106988,13.060343216061614
sample04878,nk_cell,24882,106988,23.25681384828205
sample04879,b_cell,9209,101659,9.058715903166469
sample04879,cd4_t_cell,25726,101659,25.306170629260567
sample04879,cd8_t_cell,31928,101659,31.40695855753057
sample04879,monocyte,18198,101659,17.901022044285305
sample04879,nk_cell,16598,101659,16.32713286575709
sample04880,b_cell,12179,102871,11.839099454656802
sample04880,cd4_t_cell,28776,102871,27.97289809567322
sample04880,cd8_t_cell,22290,102871,21.667914183783573
sample04880,monocyte,24823,102871,24.130221345179887
sample04880,nk_cell,14803,102871,14.389866920706515
sample04881,b_cell,11853,98781,11.999271114890515
sample04881,cd4_t_cell,29116,98781,29.47530395521406
sample04881,cd8_t_cell,25740,98781,26.057642664075075
sample04881,monocyte,15412,98781,15.602190704690171
sample04881,nk_cell,16660,98781,16.865591561130177
sample04882,b_cell,8935,100537,8.887275331470006
sample04882,cd4_t_cell,32544,100537,32.370172175418006
sample04882,cd8_t_cell,21174,100537,21.060902951152315
sample04882,monocyte,24673,100537,24.54121368252484
sample04882,nk_cell,13211,100537,13.140435859434834
sample04883,b_cell,9387,102113,9.19275704366731
sample04883,cd4_t_cell,27564,102113,26.993624709880233
sample04883,cd8_t_cell,26800,102113,26.24543398000255
sample04883,monocyte,19717,102113,19.30900081282501
sample04883,nk_cell,18645,102113,18.259183453624907
sample04884,b_cell,7090,100717,7.039526594318735
sample04884,cd4_t_cell,36455,100717,36.195478419730534
sample04884,cd8_t_cell,32183,100717,31.95389060436669
sample04884,monocyte,15129,100717,15.021297298370682
sample04884,nk_cell,9860,100717,9.78980708321336
sample04885,b_cell,13775,99141,13.894352487870808
sample04885,cd4_t_cell,21311,99141,21.495647612995633
sample04885,cd8_t_cell,23606,99141,23.81053247395124
sample04885,monocyte,22607,99141,22.802876710947036
sample04885,nk_cell,17842,99141,17.996590714235282
sample04886,b_cell,6842,91120,7.508779631255487
sample04886,cd4_t_cell,27141,91120,29.785996488147497
sample04886,cd8_t_cell,17229,91120,18.90803336259877
sample04886,monocyte,19889,91120,21.82726075504829
sample04886,nk_cell,20019,91120,21.969929762949956
sample04887,b_cell,24247,109649,22.113288766883418
sample04887,cd4_t_cell,28172,109649,25.692892776039912
sample04887,cd8_t_cell,21597,109649,19.696486060064387
sample04887,monocyte,23171,109649,21.131975667812746
sample04887,nk_cell,12462,109649,11.365356729199537
sample04888,b_cell,17553,112172,15.648290125878116
sample04888,cd4_t_cell,37393,112172,33.335413472167744
sample04888,cd8_t_cell,15680,112172,13.9785329672289
sample04888,monocyte,23178,112172,20.662910530257108
sample04888,nk_cell,18368,112172,16.37485290446814
sample04889,b_cell,6592,104338,6.317928271578907
sample04889,cd4_t_cell,29670,104338,28.436427763614407
sample04889,cd8_t_cell,23351,104338,22.38014913070981
sample04889,monocyte,30898,104338,29.613371925856352
sample04889,nk_cell,13827,104338,13.252122908240526
sample04890,b_cell,6958,96188,7.2337505717968975
sample04890,cd4_t_cell,29603,96188,30.77618829791658
sample04890,cd8_t_cell,23462,96188,24.39181602694723
sample04890,monocyte,19692,96188,20.472408200607145
sample04890,nk_cell,16473,96188,17.12583690273215
sample04891,b_cell,5490,94391,5.8162324797915055
sample04891,cd4_t_cell,33852,94391,35.863588689599645
sample04891,cd8_t_cell,26819,94391,28.412666461844875
sample04891,monocyte,13932,94391,14.759881768388935
sample04891,nk_cell,14298,94391,15.147630600375036
sample04892,b_cell,7451,97792,7.619232657068063
sample04892,cd4_t_cell,28096,97792,28.730366492146597
sample04892,cd8_t_cell,29907,97792,30.582256217277486
sample04892,monocyte,20229,97792,20.685741164921467
sample04892,nk_cell,12109,97792,12.382403468586388
sample04893,b_cell,9705,102422,9.475503309835776
sample04893,cd4_t_cell,35804,102422,34.957333385405484
sample04893,cd8_t_cell,26501,102422,25.87432387572982
sample04893,monocyte,17519,102422,17.104723594540236
sample04893,nk_cell,12893,102422,12.588115834488683
sample04894,b_cell,13425,93843,14.305808637831271
sample04894,cd4_t_cell,26457,93843,28.192832709951727
sample04894,cd8_t_cell,23564,93843,25.11002418933751
sample04894,monocyte,18569,93843,19.787304327440513
sample04894,nk_cell,11828,93843,12.604030135438979
sample04895,b_cell,16347,105562,15.485686137056895
sample04895,cd4_t_cell,27027,105562,25.602963187510657
sample04895,cd8_t_cell,38970,105562,36.916693507133246
sample04895,monocyte,15429,105562,14.61605501979879
sample04895,nk_cell,7789,105562,7.378602148500407
sample04896,b_cell,12737,104839,12.149104817863583
sample04896,cd4_t_cell,33607,104839,32.0558189223476
sample04896,cd8_t_cell,22279,104839,21.25067961350261
sample04896,monocyte,18204,104839,17.363767300336708
sample04896,nk_cell,18012,104839,17.1806293459495
sample04897,b_cell,11441,101450,11.277476589452933
sample04897,cd4_t_cell,34006,101450,33.5199605717102
sample04897,cd8_t_cell,19575,101450,19.295219319862
sample04897,monocyte,18895,101450,18.624938393297192
sample04897,nk_cell,17533,101450,17.282405125677673
sample04898,b_cell,8356,109443,7.6350246246904785
sample04898,cd4_t_cell,35506,109443,32.44245863143371
sample04898,cd8_t_cell,29015,109443,26.511517410889684
sample04898,monocyte,26681,109443,24.378900432188445
sample04898,nk_cell,9885,109443,9.032098900797674
sample04899,b_cell,15998,106264,15.054957464428217
sample04899,cd4_t_cell,22951,106264,21.598095309794473
sample04899,cd8_t_cell,18540,106264,17.447112851012573
sample04899,monocyte,35282,106264,33.202213355416696
sample04899,nk_cell,13493,106264,12.697621019348038
sample04900,b_cell,14109,111478,12.656308868117478
sample04900,cd4_t_cell,26823,111478,24.061249753314556
sample04900,cd8_t_cell,32293,111478,28.968047507131452
sample04900,monocyte,23362,111478,20.95660130249915
sample04900,nk_cell,14891,111478,13.357792568937368
sample04901,b_cell,13909,111998,12.41897176735299
sample04901,cd4_t_cell,34620,111998,30.91126627261201
sample04901,cd8_t_cell,24030,111998,21.455740281076448
sample04901,monocyte,23389,111998,20.883408632297005
sample04901,nk_cell,16050,111998,14.330613046661547
sample04902,b_cell,8754,109806,7.972241953991585
sample04902,cd4_t_cell,33682,109806,30.67409795457443
sample04902,cd8_t_cell,22629,109806,20.60816348833397
sample04902,monocyte,26391,109806,24.03420578110486
sample04902,nk_cell,18350,109806,16.711290821995156
sample04903,b_cell,8371,97480,8.587402544111612
sample04903,cd4_t_cell,31560,97480,32.3758719737382
sample04903,cd8_t_cell,23612,97480,24.222404595814524
sample04903,monocyte,18169,97480,18.638695116947066
sample04903,nk_cell,15768,97480,16.175625769388592
sample04904,b_cell,11535,102390,11.265748608262525
sample04904,cd4_t_cell,27329,102390,26.69108311358531
sample04904,cd8_t_cell,19669,102390,19.209883777712665
sample04904,monocyte,25776,102390,25.17433343099912
sample04904,nk_cell,18081,102390,17.658951069440377
sample04905,b_cell,6821,92903,7.342066456411526
sample04905,cd4_t_cell,31480,92903,33.884804581122246
sample04905,cd8_t_cell,27748,92903,29.86771148402097
sample04905,monocyte,17366,92903,18.692614877883386
sample04905,nk_cell,9488,92903,10.212802600561876
sample04906,b_cell,5709,104770,5.449078934809583
sample04906,cd4_t_cell,33075,104770,31.569151474658774
sample04906,cd8_t_cell,27954,104770,26.681301899398687
sample04906,monocyte,22221,104770,21.209315643791165
sample04906,nk_cell,15811,104770,15.091152047341797
sample04907,b_cell,10598,101239,10.468297790377227
sample04907,cd4_t_cell,29936,101239,29.569632256343898
sample04907,cd8_t_cell,23714,101239,23.423779373561572
sample04907,monocyte,24166,101239,23.870247631841483
sample04907,nk_cell,12825,101239,12.668042947875819
sample04908,b_cell,5692,107660,5.287014675831321
sample04908,cd4_t_cell,32188,107660,29.897826490804384
sample04908,cd8_t_cell,32985,107660,30.638120007430803
sample04908,monocyte,19618,107660,18.222180939996285
sample04908,nk_cell,17177,107660,15.95485788593721
sample04909,b_cell,10281,104743,9.815453061302426
sample04909,cd4_t_cell,39515,104743,37.72567140524904
sample04909,cd8_t_cell,25353,104743,24.204958803929618
sample04909,monocyte,21310,104743,20.345034990405086
sample04909,nk_cell,8284,104743,7.908881739113831
sample04910,b_cell,10546,106266,9.924152598196978
sample04910,cd4_t_cell,30183,106266,28.403252216136863
sample04910,cd8_t_cell,38002,106266,35.76120301883952
sample04910,monocyte,17150,106266,16.138746165283347
sample04910,nk_cell,10385,106266,9.772646001543297
sample04911,b_cell,13276,96048,13.822255538897219
sample04911,cd4_t_cell,31206,96048,32.490004997501245
sample04911,cd8_t_cell,21666,96048,22.557471264367816
sample04911,monocyte,17670,96048,18.397051474262867
sample04911,nk_cell,12230,96048,12.733216724970847
sample04912,b_cell,7679,103988,7.384505904527446
sample04912,cd4_t_cell,23047,103988,22.163134207793206
sample04912,cd8_t_cell,29082,103988,27.966688464053547
sample04912,monocyte,23072,103988,22.187175443320385
sample04912,nk_cell,21108,103988,20.298495980305418
sample04913,b_cell,11237,101552,11.065267055301717
sample04913,cd4_t_cell,24960,101552,24.578541043012446
sample04913,cd8_t_cell,34962,101552,34.42768236962345
sample04913,monocyte,16006,101552,15.761383330707421
sample04913,nk_cell,14387,101552,14.167126201354971
sample04914,b_cell,8560,107921,7.931727837955542
sample04914,cd4_t_cell,36024,107921,33.379972387209165
sample04914,cd8_t_cell,22660,107921,20.99684028131689
sample04914,monocyte,24935,107921,23.104863742923065
sample04914,nk_cell,15742,107921,14.586595750595343
sample04915,b_cell,11294,105944,10.660348863550555
sample04915,cd4_t_cell,30042,105944,28.356490221248965
sample04915,cd8_t_cell,22543,105944,21.278222457147173
sample04915,monocyte,23741,105944,22.40900853280979
sample04915,nk_cell,18324,105944,17.295929925243524
sample04916,b_cell,10172,99295,10.244221763432197
sample04916,cd4_t_cell,28538,99295,28.740621380734176
sample04916,cd8_t_cell,24163,99295,24.334558638400726
sample04916,monocyte,20707,99295,20.854020846971146
sample04916,nk_cell,15715,99295,15.826577370461756
sample04917,b_cell,8575,103085,8.318378037541835
sample04917,cd4_t_cell,29703,103085,28.81408546345249
sample04917,cd8_t_cell,17070,103085,16.559150215841296
sample04917,monocyte,19142,103085,18.56914197021875
sample04917,nk_cell,28595,103085,27.739244312945626
sample04918,b_cell,9174,94727,9.684672796562754
sample04918,cd4_t_cell,30156,94727,31.834640598773316
sample04918,cd8_t_cell,21301,94727,22.486725009764903
sample04918,monocyte,22599,94727,23.85697847498601
sample04918,nk_cell,11497,94727,12.136983119913012
sample04919,b_cell,8726,102783,8.489730792057053
sample04919,cd4_t_cell,36219,102783,35.2383176206182
sample04919,cd8_t_cell,22454,102783,21.846025120885752
sample04919,monocyte,17105,102783,16.64185711644922
sample04919,nk_cell,18279,102783,17.784069349989785
sample04920,b_cell,7475,90042,8.301681437551364
sample04920,cd4_t_cell,28558,90042,31.716310166366807
sample04920,cd8_t_cell,18254,90042,20.272761600142157
sample04920,monocyte,21652,90042,24.046556051620353
sample04920,nk_cell,14103,90042,15.662690744319319
sample04921,b_cell,8199,103835,7.896181441710406
sample04921,cd4_t_cell,27958,103835,26.92541050705446
sample04921,cd8_t_cell,30960,103835,29.81653585014687
sample04921,monocyte,24682,103835,23.770404969422643
sample04921,nk_cell,12036,103835,11.591467231665623
sample04922,b_cell,11103,108567,10.226864516842134
sample04922,cd4_t_cell,30815,108567,28.383394585831788
sample04922,cd8_t_cell,23887,108567,22.002081663857343
sample04922,monocyte,15199,108567,13.999649985723101
sample04922,nk_cell,27563,108567,25.38800924774563
sample04923,b_cell,11175,91990,12.148059571692576
sample04923,cd4_t_cell,31182,91990,33.8971627350799
sample04923,cd8_t_cell,16561,91990,18.003043809109688
sample04923,monocyte,22069,91990,23.990651157734536
sample04923,nk_cell,11003,91990,11.961082726383303
sample04924,b_cell,11697,107803,10.850347392929697
sample04924,cd4_t_cell,33413,107803,30.994499225438993
sample04924,cd8_t_cell,25540,107803,23.69136294908305
sample04924,monocyte,22289,107803,20.675676929213473
sample04924,nk_cell,14864,107803,13.788113503334786
sample04925,b_cell,10702,104254,10.265313561110364
sample04925,cd4_t_cell,37468,104254,35.939148617798836
sample04925,cd8_t_cell,31748,104254,30.452548583267784
sample04925,monocyte,13189,104254,12.650833541159093
sample04925,nk_cell,11147,104254,10.692155696663917
sample04926,b_cell,3886,93169,4.170915218581288
sample04926,cd4_t_cell,19368,93169,20.788030353443745
sample04926,cd8_t_cell,32191,93169,34.551191920059246
sample04926,monocyte,24273,93169,26.052656999645805
